ID,First Name,Last Name,Position,Team,Opponent,Game,Time,Salary,FPPG,Injury Status,Starting
nba.p.6023,Miles,Bridges,PF,CHA,WAS,CHA@WAS,7:00PM EST,33,37.5," "," "
nba.p.6066,Arnoldas,Kulboka,SF,CHA,WAS,CHA@WAS,7:00PM EST,10,0.0," "," "
nba.p.6174,PJ,Washington,C,CHA,WAS,CHA@WAS,7:00PM EST,20,25.0,INJ," "
nba.p.6224,Cody,Martin,SG,CHA,WAS,CHA@WAS,7:00PM EST,18,23.2," "," "
nba.p.6240,Jalen,McDaniels,PF,CHA,WAS,CHA@WAS,7:00PM EST,10,14.9," "," "
nba.p.6395,LaMelo,Ball,PG,CHA,WAS,CHA@WAS,7:00PM EST,44,43.8," "," "
nba.p.6424,Vernon,Carey Jr.,C,CHA,WAS,CHA@WAS,7:00PM EST,10,6.3,INJ," "
nba.p.6434,Nick,Richards,C,CHA,WAS,CHA@WAS,7:00PM EST,10,9.2," "," "
nba.p.6553,James,Bouknight,SG,CHA,WAS,CHA@WAS,7:00PM EST,10,6.5," "," "
nba.p.6561,Kai,Jones,C,CHA,WAS,CHA@WAS,7:00PM EST,10,1.3," "," "
nba.p.6579,JT,Thor,PF,CHA,WAS,CHA@WAS,7:00PM EST,10,8.8," "," "
nba.p.6598,Scottie,Lewis,SG,CHA,WAS,CHA@WAS,7:00PM EST,10,2.8,INJ," "
nba.p.4926,Davis,Bertans,PF,WAS,CHA,CHA@WAS,7:00PM EST,10,10.5," "," "
nba.p.5009,Bradley,Beal,SG,WAS,CHA,CHA@WAS,7:00PM EST,39,39.0," "," "
nba.p.5159,Kentavious,Caldwell-Pope,SF,WAS,CHA,CHA@WAS,7:00PM EST,15,21.7," "," "
nba.p.5217,Raul,Neto,PG,WAS,CHA,CHA@WAS,7:00PM EST,10,15.4,INJ," "
nba.p.5349,Spencer,Dinwiddie,PG,WAS,CHA,CHA@WAS,7:00PM EST,23,27.6,INJ," "
nba.p.5492,Montrezl,Harrell,C,WAS,CHA,CHA@WAS,7:00PM EST,18,28.8,INJ," "
nba.p.5840,Kyle,Kuzma,PF,WAS,CHA,CHA@WAS,7:00PM EST,25,29.9," "," "
nba.p.5855,Thomas,Bryant,C,WAS,CHA,CHA@WAS,7:00PM EST,10,26.4,INJ," "
nba.p.6034,Aaron,Holiday,SG,WAS,CHA,CHA@WAS,7:00PM EST,10,12.5,INJ," "
